,Company_Name,Company_Type,HeadQuater,Company_Age,Total_employee,reviews,ratings
6111,Breach Candy Hos...,Mumbai + 3 more,72 years old,201-500 Employees (India),,(77 Reviews),4.3
6112,Dolphin Sutures,Private,"Bengaluru,Karnataka + 5 more",28 years old,201-500 Employees (India),(77 Reviews),4.7
6113,TSR Darashaw,Private,"Mumbai,Maharashtra + 7 more",21 years old,51-200 Employees (India),(77 Reviews),3.2
6114,Competent Automo...,Private,"Delhi/NCR,New Delhi + 10 more",37 years old,201-500 Employees (Global),(77 Reviews),3.8
6115,Zicom Electronic...,Public,Mumbai + 11 more,28 years old,201-500 Employees (India),(77 Reviews),3.6
6116,Harbinger System...,Private,"Pune,Maharashtra",32 years old,201-500 Employees (India),(77 Reviews),4
6117,Bafna Motors,Private,"Navi Mumbai,Maharashtra + 11 more",66 years old,201-500 Employees (India),(77 Reviews),3.8
6118,Ardex Endura,Private,Bengaluru + 27 more,73 years old,201-500 Employees (India),(77 Reviews),3.7
6119,Sphinx Worldbiz,Private,Frankfurt Am Main + 3 more,26 years old,201-500 Employees (India),(77 Reviews),3.3
6120,TAM Media Resear...,Private,Mumbai + 9 more,24 years old,501-1k Employees (India),(77 Reviews),3.9
6121,Competent Automo...,Private,"Delhi/NCR,New Delhi + 10 more",37 years old,201-500 Employees (Global),(77 Reviews),3.8
6122,Vayam Technologi...,Private,"Delhi/NCR,Delhi + 18 more",22 years old,501-1k Employees (India),(77 Reviews),3.4
6123,Toluna,Private,Norwalk + 2 more,22 years old,201-500 Employees (India),(77 Reviews),3.8
6124,PKF Sridhar & Sa...,Chennai + 6 more,44 years old,51-200 Employees (India),,(77 Reviews),3.4
6125,Air India Engine...,Public,"Delhi/NCR,New Delhi + 9 more",18 years old,201-500 Employees (India),(77 Reviews),4.1
6126,Berar Finance,Public,Nagpur + 22 more,32 years old,51-200 Employees (India),(77 Reviews),4.1
6127,Ghv India,Private,Mumbai + 15 more,57 years old,201-500 Employees (India),(77 Reviews),4.3
6128,AccSource KPO,Private,Sydney,14 years old,51-200 Employees (India),(77 Reviews),4.2
6129,Roto Power Engin...,Gurgaon/Gurugram + 11 more,1-10 Employees (India),,,(77 Reviews),4
6130,The Sparks Found...,Singapore + 12 more,6 years old,5k-10k Employees (India),,(77 Reviews),4.6
6131,Trell,"Bangalore,Karnataka + 5 more",6 years old,501-1k Employees (India),,(77 Reviews),3.3
6132,Dezire Research,Indore,6 years old,51-200 Employees (India),,(77 Reviews),4.5
6133,UTILITY PROJECTS...,Private,Chennai + 10 more,16 years old,1k-5k Employees (India),(77 Reviews),3.7
6134,Altos Global Ser...,Private,Irvine + 5 more,20 years old,51-200 Employees (India),(77 Reviews),4.1
6135,Ronch Polymers,Mumbai + 4 more,27 years old,51-200 Employees (India),,(77 Reviews),3.2
6136,Amp Motors,Private,Gurgaon + 7 more,73 years old,501-1k Employees (Global),(77 Reviews),3.6
6137,Ultimate Flexipa...,Public,Noida + 7 more,35 years old,51-200 Employees (India),(77 Reviews),4.1
6138,A.t.e. Enterpris...,"Mumbai,Maharashtra + 12 more",83 years old,501-1k Employees (Global),,(77 Reviews),3.9
6139,ICRA Analytics,Private,"Kolkata,West Bengal + 2 more",23 years old,501-1k Employees (India),(77 Reviews),4.2
6140,SITA,Private,Geneva + 13 more,73 years old,5k-10k Employees (India),(77 Reviews),4.2
6141,The Nuance Group...,Private,Zurich + 8 more,30 years old,1k-5k Employees (India),(77 Reviews),4.4
6142,Bosch Power Tool...,Private,Leinfelden + 17 more,63 years old,10k-50k Employees (India),(3.6k Reviews),4.3
6143,Share Chat,Private,"Bangalore,Karnataka + 12 more",7 years old,201-500 Employees (India),(84 Reviews),4.4
6144,Brickwork Rating...,Private,Bengaluru + 15 more,15 years old,201-500 Employees (India),(78 Reviews),3.4
6145,American InfoSou...,Private,Houston,22 years old,201-500 Employees (Global),(76 Reviews),3.2
6146,Code Brew Labs,Private,"Chandigarh,Haryana",9 years old,201-500 Employees (India),(76 Reviews),3.9
6147,Sundyota Numandi...,Private,"Ahmedabad,Gujarat + 18 more",19 years old,51-200 Employees (India),(76 Reviews),3.4
6148,Multiplier Solut...,"Hyderabad/Secunderabad,Telangana + 19 more",6 years old,51-200 Employees (India),,(76 Reviews),3.9
6149,Tiger Analytics,Private,Santa Clara + 3 more,11 years old,1k-5k Employees (India),(76 Reviews),4.1
6150,Southern Railway,Chennai + 21 more,71 years old,,,(76 Reviews),4.4
6151,Techno India Gro...,Private,"Kolkata,West Bengal + 11 more",37 years old,51-200 Employees (India),(76 Reviews),3.9
6152,Viom Networks,Private,Gurgaon + 24 more,12 years old,1k-5k Employees (India),(76 Reviews),4.6
6153,Alps Industries,Public,"Ghaziabad,Uttar Pradesh + 8 more",60 years old,201-500 Employees (India),(76 Reviews),3.7
6154,Dover India,Private,"Downers Grove,Illinois + 3 more",19 years old,201-500 Employees (India),(76 Reviews),4
6155,GS Engineering,Private,Houghton + 10 more,21 years old,5k-10k Employees (Global),(76 Reviews),4.7
6156,TCI,Private,"Gurgaon/Gurugram,Haryana + 19 more",64 years old,,(76 Reviews),4
6157,Mahanagar Teleph...,Public,New Delhi + 7 more,36 years old,10k-50k Employees (India),(76 Reviews),4.1
6158,Informatica Busi...,Private,Redwood City + 2 more,29 years old,1k-5k Employees (India),(76 Reviews),4.2
6159,Akal Academy,Private,"Sirmour,Himachal Pradesh + 16 more",35 years old,201-500 Employees (India),(76 Reviews),4
6160,Itc Grand Chola ...,Chennai + 2 more,10 years old,1k-5k Employees (India),,(76 Reviews),4.8
6161,Umang Dairies,Public,New Delhi + 9 more,28 years old,201-500 Employees (India),(76 Reviews),3.9
6162,Taj Lands End Mu...,Mumbai,43 years old,501-1k Employees (India),,(76 Reviews),4
6163,SDP HR Solution,Private,Bharuch + 17 more,12 years old,11-50 Employees (Global),(76 Reviews),4.1
6164,Petroleum Develo...,Private,Muscat + 4 more,85 years old,5k-10k Employees (Global),(76 Reviews),4.3
6165,Sonovision-Aetos,Private,"Bangalore/Bengaluru,Karnataka",16 years old,201-500 Employees (India),(76 Reviews),3.6
6166,Marche Retail,Private,New Delhi + 2 more,17 years old,51-200 Employees (India),(76 Reviews),2.9
6167,IMCO Engineering...,Ahmadi + 5 more,52 years old,51-200 Employees (India),,(76 Reviews),4.6
6168,DRN Infrastructu...,Private,"Hubli,Karnataka + 10 more",39 years old,501-1k Employees (India),(76 Reviews),4
6169,Wellknown Polyes...,Public,"Mumbai,Maharashtra + 4 more",26 years old,1k-5k Employees (India),(76 Reviews),3.9
6170,PES Engineers,Private,Hyderabad + 8 more,41 years old,201-500 Employees (India),(76 Reviews),4.2
6171,Metro Shoes,Private,Mumbai + 19 more,75 years old,1k-5k Employees (Global),(76 Reviews),4.4
6172,Madras Medical M...,Private,"Chennai,Tamil Nadu + 2 more",40 years old,1k-5k Employees (India),(76 Reviews),4.5
6173,Saifee Hospital,"Mumbai,Maharashtra",17 years old,201-500 Employees (India),,(76 Reviews),3.7
6174,Rajapushpa Prope...,"Hyderabad/Secunderabad,Telangana + 2 more",16 years old,201-500 Employees (India),,(76 Reviews),4.2
6175,Sridevi Tool Eng...,Private,Vasai + 5 more,50 years old,51-200 Employees (India),(76 Reviews),4.1
6176,Miric Biotech,Private,"Delhi/NCR,Delhi + 16 more",22 years old,201-500 Employees (Global),(76 Reviews),2.6
6177,Reliance Foundat...,Private,"Nagpur,Maharashtra + 18 more",31 years old,201-500 Employees (India),(76 Reviews),4.3
6178,SasMos HET Techn...,Public,Bengaluru + 1 more,15 years old,201-500 Employees (India),(76 Reviews),3.7
6179,Indus Health Plu...,Private,"Pune,Maharashtra + 12 more",22 years old,201-500 Employees (India),(76 Reviews),3.2
6180,Indifi Technolog...,Private,"Gurgaon,Haryana + 5 more",7 years old,201-500 Employees (India),(76 Reviews),4.1
6181,Uttar Pradesh Ja...,Public,Lucknow + 27 more,47 years old,,(76 Reviews),4.4
6182,RED CHIEF,Private,Gurugram + 23 more,25 years old,,(76 Reviews),3.8
6183,Palsons Derma,Kolkata + 13 more,38 years old,51-200 Employees (India),,(76 Reviews),3.9
6184,CMS Securitas,Mumbai + 31 more,13 years old,,,(76 Reviews),4
6185,Motorola Mobilit...,Private,"Chicago,Illinois + 19 more",15 years old,1k-5k Employees (India),(76 Reviews),3.7
6186,Lbf Travel,Private,"San Diego,California + 3 more",12 years old,201-500 Employees (India),(76 Reviews),4.2
6187,Hellmann Worldwi...,Private,"Doral,Niedersachsen + 12 more",151 years old,1k-5k Employees (India),(76 Reviews),4.3
6188,Projects & Devel...,Private,"Noida,Uttar Pradesh + 12 more",71 years old,201-500 Employees (India),(76 Reviews),4
6189,Karuna Managemen...,Private,"Kolkata,West Bengal + 7 more",27 years old,51-200 Employees (India),(76 Reviews),2.9
6190,Renata Precision...,Pune + 1 more,16 years old,201-500 Employees (India),,(76 Reviews),4
6191,Dhanlaxmi Bank,Public,"Thrissur/Trichur,Kerala + 23 more",95 years old,1k-5k Employees (India),(76 Reviews),3.9
6192,Bajaj Steel Indu...,Public,Nagpur + 1 more,61 years old,201-500 Employees (India),(76 Reviews),3.8
6193,94.3 MY FM,Private,Noida + 22 more,16 years old,501-1k Employees (Global),(76 Reviews),3.7
6194,Ageis,Bengaluru/Bangalore + 12 more,11-50 Employees (Global),,,(76 Reviews),3.8
6195,Honeywell Uop,Private,"Des Plaines,Illinois",108 years old,1k-5k Employees (Global),(76 Reviews),2.9
6196,Edward Food Rese...,Private,"Kolkata,West Bengal + 3 more",101 years old,51-200 Employees (India),(76 Reviews),2.5
6197,Galva Decoparts,Vapi + 4 more,24 years old,51-200 Employees (India),,(76 Reviews),3.9
6198,Unique Pharmaceu...,Private,Lagos + 9 more,35 years old,51-200 Employees (Global),(76 Reviews),4.1
6199,John Deere Finan...,Private,Johnston + 18 more,185 years old,201-500 Employees (India),(76 Reviews),4.3
6200,Bhate & Raje Con...,Private,Pune + 1 more,32 years old,501-1k Employees (India),(76 Reviews),4.6
6201,Arunachala Logis...,Private,"Hyderabad/Secunderabad,Telangana + 14 more",22 years old,51-200 Employees (India),(76 Reviews),4.3
6202,ALBANY MOLECULAR...,Private,"Albany,,NY + 3 more",31 years old,201-500 Employees (India),(76 Reviews),4.5
6203,Chili's Grill & ...,Dallas + 15 more,47 years old,50k-1 Lakh Employees (Global),,(76 Reviews),4.1
6204,Taal Tech India,Private,"Bangalore/Bengaluru,Karnataka + 3 more",10 years old,201-500 Employees (India),(76 Reviews),4
6205,Shivalaya Constr...,Rohtak + 17 more,25 years old,51-200 Employees (India),,(76 Reviews),4
6206,SCIO Management ...,Private,Florida,13 years old,201-500 Employees (India),(76 Reviews),4
6207,Mahesh Tutorials,Private,Mumbai + 10 more,34 years old,11-50 Employees (Global),(76 Reviews),3.4
6208,Gitanjali Gems,Public,"Mumbai,Maharashtra + 12 more",56 years old,501-1k Employees (India),(76 Reviews),3.4
6209,Shivalik Prints,Private,"Faridabad,Haryana + 1 more",24 years old,201-500 Employees (India),(76 Reviews),4.3
6210,RMS,Private,"Newark,California + 11 more",34 years old,1-10 Employees (India),(76 Reviews),3.7
6211,Eben Telecom,Private,Kochi + 4 more,27 years old,501-1k Employees (India),(76 Reviews),3.6
6212,Modelama Exports,Private,Gurugram + 4 more,43 years old,1k-5k Employees (Global),(76 Reviews),3.3
6213,Modi Naturals,Public,New Delhi + 12 more,48 years old,501-1k Employees (India),(76 Reviews),3.7
6214,Hubergroup,Private,Vapi + 7 more,36 years old,1k-5k Employees (India),(76 Reviews),4
6215,WEBSOL ENERGY SY...,Public,Falta + 1 more,32 years old,201-500 Employees (India),(76 Reviews),3.1
6216,Accenture Federa...,Bengaluru/Bangalore + 11 more,,,,(76 Reviews),4
6217,Sakon,"Concord,Massachusetts",19 years old,201-500 Employees (India),,(76 Reviews),3.9
6218,ANI INTEGRATED S...,Public,"Mumbai,Maharashtra + 15 more",34 years old,201-500 Employees (India),(76 Reviews),3.6
6219,Orient Fashions,Private,New Delhi + 3 more,49 years old,1k-5k Employees (India),(76 Reviews),4.1
6220,Jayanita Exports,Private,Greater Noida + 4 more,44 years old,51-200 Employees (India),(76 Reviews),3
6221,CBNITS,Private,"Fremont,California",4 years old,201-500 Employees (India),(76 Reviews),4.6
6222,Dangote Cement,Lagos + 6 more,41 years old,201-500 Employees (India),,(76 Reviews),4.5
6223,Way2wealth Broke...,Private,"Bangalore/Bengaluru,Karnataka + 17 more",38 years old,501-1k Employees (India),(76 Reviews),3.8
6224,KerryIndev Logis...,Private,"Chennai,Tamil Nadu + 14 more",38 years old,201-500 Employees (India),(76 Reviews),4
6225,Wika Instruments...,Pune + 7 more,25 years old,201-500 Employees (India),,(76 Reviews),3.7
6226,Mahle Anand Ther...,Pune + 3 more,,,,(76 Reviews),4.1
6227,Visa,Public,"Foster City,California + 1 more",64 years old,1k-5k Employees (India),(76 Reviews),4.1
6228,Aero Club,Private,"Delhi/NCR,New Delhi + 19 more",95 years old,1k-5k Employees (India),(128 Reviews),3.8
6229,POSCO,Private,Pohang-si + 14 more,54 years old,51-200 Employees (India),(81 Reviews),4.6
6230,Sovereign Pharma,Pune + 5 more,19 years old,201-500 Employees (India),,(75 Reviews),4
6231,Rio Tinto,Private,London + 5 more,149 years old,201-500 Employees (India),(75 Reviews),3.7
6232,IIT Delhi,New Delhi + 3 more,61 years old,1k-5k Employees (Global),,(75 Reviews),4.1
6233,Incture Technolo...,Private,Banglore,16 years old,501-1k Employees (India),(75 Reviews),3.2
6234,N+A,Los Angeles + 27 more,,,,(75 Reviews),3.1
6235,Aeon Credit Serv...,Private,"Mumbai,Maharashtra + 4 more",11 years old,201-500 Employees (India),(75 Reviews),4.2
6236,Adglobal360,Private,"Gurgaon/Gurugram,Haryana + 3 more",13 years old,501-1k Employees (India),(75 Reviews),3.9
6237,ABV Rock Group,Private,Riyadh + 7 more,48 years old,1k-5k Employees (Global),(75 Reviews),4.2
6238,Vanderlande Indu...,Private,"Veghel,North Brabant + 6 more",73 years old,501-1k Employees (India),(75 Reviews),4.4
6239,Rio Tinto,Private,London + 5 more,149 years old,201-500 Employees (India),(75 Reviews),3.7
6240,NCDEX,Public,"Mumbai,Maharashtra + 14 more",19 years old,201-500 Employees (India),(75 Reviews),4.4
6241,Lince Soft Solut...,Private,Hyderabad + 1 more,13 years old,51-200 Employees (India),(75 Reviews),4.5
6242,N+A,Los Angeles + 27 more,,,,(75 Reviews),3.1
6243,Sovereign Pharma,Pune + 5 more,19 years old,201-500 Employees (India),,(75 Reviews),4
6244,NIMHANS,Private,"Bangalore/Bengaluru,Karnataka + 4 more",97 years old,501-1k Employees (India),(75 Reviews),4.6
6245,UB Engineering,Public,Pune + 15 more,59 years old,1k-5k Employees (Global),(75 Reviews),4.1
6246,IIT Delhi,New Delhi + 3 more,61 years old,1k-5k Employees (Global),,(75 Reviews),4.1
6247,Caliber Technolo...,Private,"Pittsburgh,Pennsylvania + 2 more",21 years old,201-500 Employees (India),(75 Reviews),3.8
6248,Tema India,Private,"Mumbai,Maharashtra + 8 more",38 years old,501-1k Employees (India),(75 Reviews),4.2
6249,SEW Eurodrive in...,Private,"Vadodara/Baroda,Gujarat + 14 more",25 years old,201-500 Employees (India),(75 Reviews),4.6
6250,Nippo Batteries,Private,"Chennai,Tamil Nadu + 20 more",50 years old,1k-5k Employees (India),(75 Reviews),4.4
6251,MAT Brakes,Private,New Delhi + 4 more,501-1k Employees (Global),,(75 Reviews),4.2
6252,Sugal & Damani,Private,Gurugram + 10 more,33 years old,51-200 Employees (India),(75 Reviews),4.1
6253,Saggezza,Private,"Chicago,Illinois + 6 more",17 years old,201-500 Employees (India),(75 Reviews),3.3
6254,GlobeGround Indi...,Private,Bangalore + 6 more,23 years old,51-200 Employees (India),(75 Reviews),4
6255,Reliance Broadca...,"Mumbai,Maharashtra + 28 more",17 years old,501-1k Employees (India),,(75 Reviews),4.3
6256,Pratham Motors,Bangalore + 2 more,20 years old,201-500 Employees (India),,(75 Reviews),3.9
6257,Chiripal Poly Fi...,Public,"Ahmedabad,Gujrat + 6 more",10 years old,501-1k Employees (India),(75 Reviews),4.3
6258,Steril Gene Life...,Chennai + 1 more,15 years old,51-200 Employees (India),,(75 Reviews),3.8
6259,Ayesa,Private,"Sevilla,Andalusia + 6 more",10 years old,201-500 Employees (India),(75 Reviews),4
6260,Devgiri Forgings,Private,Aurangabad + 4 more,37 years old,11-50 Employees (India),(75 Reviews),4.2
6261,Brihanmumbai Ele...,Private,Mumbai + 1 more,149 years old,51-200 Employees (India),(75 Reviews),4.2
6262,Rcpl Logistics,Private,New Delhi + 17 more,25 years old,501-1k Employees (India),(75 Reviews),4.1
6263,Aeon Credit Serv...,Private,"Mumbai,Maharashtra + 4 more",11 years old,201-500 Employees (India),(75 Reviews),4.2
6264,JSW Ispat Steel,Public,"Nagpur,Maharashtra + 12 more",38 years old,501-1k Employees (India),(75 Reviews),3.9
6265,Flourish Pure Fo...,Private,Ahmedabad + 7 more,12 years old,51-200 Employees (India),(75 Reviews),2.2
6266,Red Tag,Al Khobar + 11 more,16 years old,1k-5k Employees (Global),,(75 Reviews),4.1
6267,ILJIN ELECTRONIC...,Private,Greater Noida + 6 more,21 years old,51-200 Employees (India),(75 Reviews),3.8
6268,MAT Brakes,Private,New Delhi + 4 more,501-1k Employees (Global),,(75 Reviews),4.2
6269,SEW Eurodrive in...,Private,"Vadodara/Baroda,Gujarat + 14 more",25 years old,201-500 Employees (India),(75 Reviews),4.6
6270,Oneindia BSC,Private,"Bangalore/Bengaluru,Karnataka + 2 more",7 years old,51-200 Employees (India),(75 Reviews),3.7
6271,SHARON BIO MEDIC...,Public,"Mumbai,Maharashtra + 3 more",33 years old,501-1k Employees (India),(75 Reviews),3.8
6272,Manav Rachna Int...,Faridabad + 3 more,25 years old,501-1k Employees (India),,(75 Reviews),4.2
6273,Encotec Energy,Private,Noida + 13 more,13 years old,,(75 Reviews),3.5
6274,Smilax Laborator...,Hyderabad + 1 more,17 years old,201-500 Employees (Global),,(75 Reviews),3.8
6275,Chiripal Poly Fi...,Public,"Ahmedabad,Gujrat + 6 more",10 years old,501-1k Employees (India),(75 Reviews),4.3
6276,Baggit,Private,"Mumbai,Maharashtra + 15 more",33 years old,201-500 Employees (India),(75 Reviews),3.4
6277,ILJIN ELECTRONIC...,Private,Greater Noida + 6 more,21 years old,51-200 Employees (India),(75 Reviews),3.8
6278,Apmosys Technolo...,Private,"Mumbai,Maharashtra + 3 more",10 years old,51-200 Employees (India),(75 Reviews),3.6
6279,BANKEDGE,Private,"Mumbai,Maharashtra + 15 more",7 years old,51-200 Employees (Global),(75 Reviews),4.2
6280,Eat 'N' Fit Agro...,Private,"Gurgaon/Gurugram,Haryana + 24 more",8 years old,51-200 Employees (Global),(75 Reviews),3.4
6281,SoCoMo Technolog...,Private,"Chandigarh,Union Territory Of Chandigarh + 17 more",8 years old,51-200 Employees (India),(75 Reviews),4
6282,Sunbeam School,Varanasi + 11 more,50 years old,,,(75 Reviews),4.1
6283,Pratham Motors,Bangalore + 2 more,20 years old,201-500 Employees (India),,(75 Reviews),3.9
6284,Sugal & Damani,Private,Gurugram + 10 more,33 years old,51-200 Employees (India),(75 Reviews),4.1
6285,Paras Buildtech,Private,Gurgaon + 3 more,20 years old,501-1k Employees (India),(75 Reviews),3.1
6286,Red Tag,Al Khobar + 11 more,16 years old,1k-5k Employees (Global),,(75 Reviews),4.1
6287,Forest Essential...,Private,"Noida,Uttar Pradesh + 22 more",22 years old,201-500 Employees (India),(75 Reviews),4.4
6288,JSW Ispat Steel,Public,"Nagpur,Maharashtra + 12 more",38 years old,501-1k Employees (India),(75 Reviews),3.9
6289,Caliber Technolo...,Private,"Pittsburgh,Pennsylvania + 2 more",21 years old,201-500 Employees (India),(75 Reviews),3.8
6290,Nippo Batteries,Private,"Chennai,Tamil Nadu + 20 more",50 years old,1k-5k Employees (India),(75 Reviews),4.4
6291,Saggezza,Private,"Chicago,Illinois + 6 more",17 years old,201-500 Employees (India),(75 Reviews),3.3
